request_id,conversation_id,period,created_at,employee_id,employee_department,category,topic,question_text,route,answer_source,knowledge_version,user_confirmed_resolved,resolution_type,recontact_within_24h,peer_reask,feedback_score,response_seconds,input_tokens,output_tokens,api_call_count,retry_count,status_code,error_type,api_cost_krw
R000134,C00134,initial_1m,2026-06-04 00:16:00,E0198,IT운영,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.6,7.31,2346,445,1,0,200,,5.15
R000135,C00135,initial_1m,2026-06-15 01:56:00,E0030,개발,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v1,0,coworker,0,0,1.3,5.61,1728,395,1,0,200,,4.08
R000136,C00136,initial_1m,2026-06-07 11:40:00,E0020,인사,일반규정,재택근무,재택근무 규정 알려줘,RULE,RULE,,0,coworker,0,1,2.2,0.44,0,0,0,0,200,,0.0
R000137,C00137,initial_1m,2026-06-14 17:37:00,E0135,재무,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.2,7.47,1429,412,1,0,200,,3.73
R000138,C00138,initial_1m,2026-06-20 02:57:00,E0091,개발,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,1,0,2.1,4.58,1946,477,1,0,200,,4.73
R000139,C00139,initial_1m,2026-06-28 00:28:00,E0040,재무,일반규정,보안,자료 반출 기준 알려줘,RAG,RAG,보안_guide_v1,1,chatbot,0,0,3.7,3.71,2263,318,3,2,200,,13.51
R000140,C00140,initial_1m,2026-06-21 05:15:00,E0100,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,department,0,0,1.0,4.6,1772,315,1,0,200,,3.8
R000141,C00141,initial_1m,2026-06-21 16:27:00,E0263,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,0,0,2.3,7.41,1638,650,1,0,200,,5.02
R000142,C00142,initial_1m,2026-06-08 13:08:00,E0046,기획,일반규정,재택근무,재택근무 규정 알려줘,RAG,RAG,재택근무_guide_v1,1,chatbot,0,1,3.5,7.08,1999,491,1,0,200,,4.86
R000143,C00143,initial_1m,2026-06-25 20:59:00,E0033,재무,인사,복지,복지포인트 사용 방법 알려줘,RAG,RAG,복지_guide_v1,1,chatbot,1,0,3.4,3.32,1716,293,2,1,200,,7.27
R000144,C00144,initial_1m,2026-06-16 08:02:00,E0214,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,RULE,RULE,,0,coworker,0,0,2.9,0.22,0,0,0,0,200,,0.0
R000145,C00145,initial_1m,2026-06-02 00:54:00,E0065,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,0,1.0,6.51,2328,586,1,0,200,,5.72
R000146,C00146,initial_1m,2026-06-07 03:04:00,E0007,영업,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,department,1,0,2.9,7.9,1962,527,1,0,200,,4.96
R000147,C00147,initial_1m,2026-06-14 23:15:00,E0201,인사,인사,급여,급여 지급/명세서 확인 방법 알려줘,RULE,RULE,,0,coworker,0,1,2.2,0.43,0,0,0,0,200,,0.0
R000148,C00148,initial_1m,2026-06-22 23:54:00,E0162,영업,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.2,5.99,2259,485,3,2,200,,15.6
R000149,C00149,initial_1m,2026-06-08 06:04:00,E0211,IT운영,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.2,4.3,1387,330,1,0,200,,3.33
R000150,C00150,initial_1m,2026-06-20 04:59:00,E0256,디자인,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,0,1,3.1,7.49,1390,267,1,0,200,,3.07
R000151,C00151,initial_1m,2026-06-16 15:26:00,E0176,디자인,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.2,4.02,2344,686,1,0,200,,6.16
R000152,C00152,initial_1m,2026-06-28 06:59:00,E0020,고객지원,IT,계정,계정 잠금 해제 방법 알려줘,RULE,RULE,,0,department,1,1,2.9,0.62,0,0,0,0,200,,0.0
R000153,C00153,initial_1m,2026-06-25 11:10:00,E0264,디자인,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.6,6.61,1351,451,1,0,200,,3.79
R000154,C00154,initial_1m,2026-06-25 15:48:00,E0113,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,0,1,2.1,6.96,2216,442,2,1,200,,9.92
R000155,C00155,initial_1m,2026-06-29 02:40:00,E0128,영업,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,1,0,1.5,4.83,1228,254,1,0,200,,2.79
R000156,C00156,initial_1m,2026-06-08 13:58:00,E0224,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.0,5.07,1302,601,1,0,200,,4.35
R000157,C00157,initial_1m,2026-06-29 11:18:00,E0221,기획,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,0,coworker,1,1,1.9,5.8,2289,710,1,0,200,,6.19
R000158,C00158,initial_1m,2026-06-14 04:17:00,E0036,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,0,1,4.4,3.91,2159,428,1,0,200,,4.82
R000159,C00159,initial_1m,2026-06-24 16:32:00,E0260,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,unresolved,0,1,3.8,5.04,2420,316,1,0,200,,4.72
R000160,C00160,initial_1m,2026-06-28 14:36:00,E0200,개발,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,1,chatbot,0,0,3.1,5.93,1625,341,1,0,200,,3.71
R000161,C00161,initial_1m,2026-06-13 18:29:00,E0250,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,0,1.2,7.65,2325,546,1,0,200,,5.55
R000162,C00162,initial_1m,2026-06-11 08:56:00,E0300,IT운영,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,department,0,0,2.0,7.48,1580,551,1,0,200,,4.53
R000163,C00163,initial_1m,2026-06-06 15:46:00,E0047,재무,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,1,1,1.8,6.01,1640,402,1,0,200,,3.98
R000164,C00164,initial_1m,2026-06-24 01:18:00,E0154,IT운영,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,department,0,0,1.9,4.58,2115,619,1,0,200,,5.56
R000165,C00165,initial_1m,2026-06-25 15:45:00,E0287,IT운영,총무,택배/우편,사내 우편 발송 절차 알려줘,FAQ,FAQ,faq_택배/우편_v1,1,chatbot,1,0,3.2,0.51,0,0,0,0,200,,0.0
R000166,C00166,initial_1m,2026-06-05 07:05:00,E0171,개발,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,department,0,1,1.3,7.48,2240,443,1,0,200,,5.0
R000167,C00167,initial_1m,2026-06-17 21:41:00,E0149,재무,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,unresolved,0,0,1.9,4.44,1684,528,1,0,200,,4.58
R000168,C00168,initial_1m,2026-06-07 08:32:00,E0231,디자인,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,1,0,3.3,3.7,1923,293,1,0,200,,3.92
R000169,C00169,initial_1m,2026-06-21 16:11:00,E0186,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,RAG,RAG,급여_guide_v1,0,coworker,0,0,2.1,6.46,1565,272,1,0,200,,3.33
R000170,C00170,initial_1m,2026-06-18 19:10:00,E0296,재무,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,1,0,2.2,7.77,2329,598,1,0,200,,5.77
R000171,C00171,initial_1m,2026-06-15 14:55:00,E0263,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,0,1,4.0,6.21,2331,570,1,0,200,,5.66
R000172,C00172,initial_1m,2026-06-09 11:30:00,E0038,기획,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v1,1,chatbot,0,0,4.4,5.82,2045,456,1,0,200,,4.78
R000173,C00173,initial_1m,2026-06-06 15:04:00,E0219,재무,인사,복지,복지포인트 사용 방법 알려줘,FAQ,FAQ,faq_복지_v1,1,chatbot,0,0,4.2,0.47,0,0,0,0,200,,0.0
R000174,C00174,initial_1m,2026-06-06 22:13:00,E0026,디자인,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,department,1,1,2.2,4.82,1687,277,1,0,200,,3.53
R000175,C00175,initial_1m,2026-06-10 18:07:00,E0245,개발,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,1,1,2.9,7.3,2428,507,1,0,200,,5.53
R000176,C00176,initial_1m,2026-06-20 09:50:00,E0201,재무,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,0,coworker,1,0,1.4,5.18,1517,393,1,0,200,,3.77
R000177,C00177,initial_1m,2026-06-15 20:06:00,E0291,고객지원,총무,택배/우편,사내 우편 발송 절차 알려줘,RAG,RAG,택배/우편_guide_v1,0,department,0,0,3.1,5.41,1542,344,3,2,200,,10.81
R000178,C00178,initial_1m,2026-06-09 19:34:00,E0097,개발,IT,VPN,VPN 설치/접속 방법 알려줘,RAG,RAG,VPN_guide_v1,1,chatbot,1,0,4.3,5.43,2048,355,1,0,200,,4.36
R000179,C00179,initial_1m,2026-06-12 01:15:00,E0097,기획,총무,회의실,회의실 예약 방법 알려줘,FAQ,FAQ,faq_회의실_v1,1,chatbot,1,0,4.4,0.82,0,0,0,0,200,,0.0
R000180,C00180,initial_1m,2026-06-02 21:11:00,E0208,고객지원,재무,경비,경비 처리 절차 알려줘,FAQ,FAQ,faq_경비_v1,1,chatbot,1,0,4.2,0.47,0,0,0,0,200,,0.0
R000181,C00181,initial_1m,2026-06-25 02:53:00,E0290,재무,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,0,1.5,3.81,2501,677,1,0,200,,6.34
R000182,C00182,initial_1m,2026-06-09 17:35:00,E0156,개발,IT,네트워크,사내 인터넷 연결이 불안정해,RAG,RAG,네트워크_guide_v1,0,unresolved,0,1,2.6,6.95,1712,482,1,0,200,,4.42
R000183,C00183,initial_1m,2026-06-14 18:52:00,E0212,영업,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,0,0,3.2,5.44,1743,398,1,0,200,,4.11
R000184,C00184,initial_1m,2026-06-19 16:35:00,E0132,재무,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.8,6.82,2272,272,1,0,200,,4.32
R000185,C00185,initial_1m,2026-06-11 01:36:00,E0176,디자인,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,department,1,1,2.7,6.47,1789,362,2,1,200,,8.05
R000186,C00186,initial_1m,2026-06-10 09:19:00,E0099,기획,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.7,3.26,2085,388,1,0,200,,4.55
R000187,C00187,initial_1m,2026-06-19 12:08:00,E0280,인사,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,coworker,0,0,1.0,6.55,1750,563,1,0,200,,4.81
R000188,C00188,initial_1m,2026-06-12 07:42:00,E0263,재무,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v1,1,chatbot,0,0,3.4,4.48,2137,367,1,0,200,,4.53
R000189,C00189,initial_1m,2026-06-22 03:35:00,E0288,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.3,7.56,2462,585,1,0,200,,5.9
R000190,C00190,initial_1m,2026-06-04 17:26:00,E0074,재무,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,document,1,0,3.1,4.57,1209,588,1,0,200,,4.16
R000191,C00191,initial_1m,2026-06-09 17:12:00,E0291,고객지원,IT,VPN,VPN 설치/접속 방법 알려줘,FAQ,FAQ,faq_VPN_v1,1,chatbot,0,0,3.9,0.86,0,0,0,0,200,,0.0
R000192,C00192,initial_1m,2026-06-12 13:54:00,E0258,기획,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v1,1,chatbot,0,1,3.8,4.4,2063,428,1,0,200,,4.69
R000193,C00193,initial_1m,2026-06-22 18:57:00,E0247,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,0,0,3.5,5.65,1465,479,1,0,200,,4.06
R000194,C00194,initial_1m,2026-06-14 11:41:00,E0125,IT운영,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,unresolved,0,0,2.7,6.2,2411,486,1,0,200,,5.42
R000195,C00195,initial_1m,2026-06-26 02:52:00,E0095,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,0,2.1,6.07,2330,289,1,0,200,,4.48
R000196,C00196,initial_1m,2026-06-10 02:27:00,E0257,기획,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v1,1,chatbot,1,1,4.1,0.28,0,0,0,0,200,,0.0
R000197,C00197,initial_1m,2026-06-27 10:17:00,E0072,인사,일반규정,교육,사내 교육 신청 방법 알려줘,RULE,RULE,,0,department,1,0,2.5,0.21,0,0,0,0,200,,0.0
R000198,C00198,initial_1m,2026-06-24 11:08:00,E0188,재무,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,1,0,3.8,6.93,2372,507,1,0,200,,5.45
R000199,C00199,initial_1m,2026-06-16 22:07:00,E0203,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,1,0,3.3,3.55,1519,629,1,0,200,,4.77
R000200,C00200,initial_1m,2026-06-03 08:40:00,E0291,개발,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.6,7.34,1934,505,1,0,200,,4.83
R000201,C00201,initial_1m,2026-06-17 10:25:00,E0279,영업,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,coworker,0,1,1.7,3.84,1950,526,1,0,504,timeout,4.94
R000202,C00202,initial_1m,2026-06-20 03:13:00,E0194,재무,일반규정,재택근무,재택근무 규정 알려줘,LLM,LLM,,0,coworker,1,1,2.4,4.82,2203,715,1,0,200,,6.09
R000203,C00203,initial_1m,2026-06-04 03:11:00,E0042,IT운영,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,0,1,2.7,7.13,2281,612,1,0,200,,5.76
R000204,C00204,initial_1m,2026-06-18 13:25:00,E0238,개발,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,unresolved,1,0,3.3,3.39,1208,512,1,0,200,,3.84
R000205,C00205,initial_1m,2026-06-24 08:46:00,E0112,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,0,coworker,0,0,1.6,6.27,1894,339,1,0,200,,4.08
R000206,C00206,initial_1m,2026-06-08 04:36:00,E0094,기획,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,1,chatbot,1,0,3.9,6.42,1882,271,1,0,200,,3.77
R000207,C00207,initial_1m,2026-06-14 22:21:00,E0275,재무,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,0,1,3.3,7.23,2481,303,1,0,200,,4.75
R000208,C00208,initial_1m,2026-06-11 02:02:00,E0240,영업,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,department,0,0,1.8,7.14,1620,382,1,0,200,,3.87
R000209,C00209,initial_1m,2026-06-22 05:36:00,E0041,개발,재무,법인카드,법인카드 정산 방법 알려줘,RAG,RAG,법인카드_guide_v1,0,department,0,0,2.6,5.41,2124,239,1,0,200,,3.98
R000210,C00210,initial_1m,2026-06-06 04:37:00,E0067,기획,IT,계정,계정 잠금 해제 방법 알려줘,RAG,RAG,계정_guide_v1,0,department,1,0,3.6,5.02,1747,365,1,0,200,,3.98
R000211,C00211,initial_1m,2026-06-21 23:45:00,E0109,재무,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,coworker,1,0,2.2,4.59,1402,298,1,0,200,,3.21
R000212,C00212,initial_1m,2026-06-14 12:34:00,E0118,디자인,일반규정,보안,자료 반출 기준 알려줘,LLM,LLM,,0,coworker,1,1,2.2,4.58,1690,269,1,0,200,,3.5
R000213,C00213,initial_1m,2026-06-27 22:02:00,E0027,디자인,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,1,chatbot,1,1,3.7,4.3,2074,316,1,0,200,,4.23
R000214,C00214,initial_1m,2026-06-09 06:53:00,E0050,개발,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,1,1,1.8,6.46,1221,283,1,0,200,,2.9
R000215,C00215,initial_1m,2026-06-15 02:56:00,E0069,개발,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,unresolved,0,0,2.7,6.95,1839,492,1,0,200,,4.64
R000216,C00216,initial_1m,2026-06-18 15:13:00,E0288,인사,재무,법인카드,법인카드 정산 방법 알려줘,LLM,LLM,,1,chatbot,0,1,3.7,7.15,2572,458,1,0,200,,5.52
R000217,C00217,initial_1m,2026-06-16 22:27:00,E0269,IT운영,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,unresolved,1,0,2.2,4.09,1272,407,1,0,200,,3.49
R000218,C00218,initial_1m,2026-06-09 03:52:00,E0122,인사,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.7,3.69,2319,580,1,0,200,,5.68
R000219,C00219,initial_1m,2026-06-16 11:31:00,E0150,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,department,0,1,1.7,3.68,2448,344,1,0,200,,4.87
R000220,C00220,initial_1m,2026-06-29 20:37:00,E0250,기획,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,0,0,3.2,7.39,2124,296,1,0,200,,4.22
R000221,C00221,initial_1m,2026-06-09 15:35:00,E0259,개발,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,0,0,4.1,7.2,2241,628,1,0,200,,5.78
R000222,C00222,initial_1m,2026-06-12 01:44:00,E0127,인사,총무,회의실,회의실 예약 방법 알려줘,RAG,RAG,회의실_guide_v1,1,chatbot,1,1,2.6,6.13,1400,506,3,2,200,,12.26
R000223,C00223,initial_1m,2026-06-06 22:57:00,E0083,재무,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v1,1,chatbot,0,1,4.3,0.23,0,0,0,0,200,,0.0
R000224,C00224,initial_1m,2026-06-16 23:07:00,E0225,디자인,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,1,0,4.4,5.57,1652,419,1,0,200,,4.07
R000225,C00225,initial_1m,2026-06-27 06:07:00,E0200,영업,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,0,department,0,0,2.6,5.47,2184,268,1,0,200,,4.18
R000226,C00226,initial_1m,2026-06-16 03:16:00,E0137,기획,인사,연차,연차 신청 방법 알려줘,RULE,RULE,,0,document,0,0,2.2,0.38,0,0,0,0,200,,0.0
R000227,C00227,initial_1m,2026-06-09 18:09:00,E0267,재무,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,RAG,RAG,프로그램 설치_guide_v1,1,chatbot,1,0,2.9,7.5,2438,425,1,0,200,,5.2
R000228,C00228,initial_1m,2026-06-02 20:25:00,E0063,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.3,5.14,2125,413,1,0,200,,4.71
R000229,C00229,initial_1m,2026-06-22 10:16:00,E0294,고객지원,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.7,5.76,1286,632,1,0,200,,4.45
R000230,C00230,initial_1m,2026-06-12 05:49:00,E0194,개발,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,0,2.1,3.59,1360,406,1,0,200,,3.61
R000231,C00231,initial_1m,2026-06-07 08:17:00,E0291,인사,IT,네트워크,사내 인터넷 연결이 불안정해,FAQ,FAQ,faq_네트워크_v1,1,chatbot,0,0,3.2,0.38,0,0,0,0,200,,0.0
R000232,C00232,initial_1m,2026-06-08 09:53:00,E0078,인사,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,1,chatbot,1,0,4.2,4.71,1761,423,1,0,200,,4.24
R000233,C00233,initial_1m,2026-06-19 20:23:00,E0203,기획,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,coworker,1,1,2.5,4.11,2386,553,1,0,200,,5.66
R000234,C00234,initial_1m,2026-06-30 04:39:00,E0226,IT운영,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,0,document,1,0,2.5,6.09,2533,572,1,0,200,,5.95
R000235,C00235,initial_1m,2026-06-05 05:05:00,E0245,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.5,5.61,2459,654,1,0,200,,6.19
R000236,C00236,initial_1m,2026-06-25 01:12:00,E0154,재무,IT,계정,계정 잠금 해제 방법 알려줘,FAQ,FAQ,faq_계정_v1,0,document,0,1,2.3,0.69,0,0,0,0,200,,0.0
R000237,C00237,initial_1m,2026-06-11 18:26:00,E0034,고객지원,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,coworker,0,1,2.1,3.28,1664,430,1,0,429,rate_limit,4.14
R000238,C00238,initial_1m,2026-06-01 23:47:00,E0275,재무,재무,법인카드,법인카드 정산 방법 알려줘,RAG,RAG,법인카드_guide_v1,1,chatbot,0,0,3.5,3.84,1924,473,1,0,200,,4.68
R000239,C00239,initial_1m,2026-06-05 05:37:00,E0006,고객지원,인사,복지,복지포인트 사용 방법 알려줘,LLM,LLM,,0,unresolved,1,1,3.0,5.41,1426,267,2,1,200,,6.24
R000240,C00240,initial_1m,2026-06-24 11:00:00,E0076,기획,IT,계정,계정 잠금 해제 방법 알려줘,LLM,LLM,,0,department,0,1,3.0,6.55,2245,471,1,0,200,,5.12
R000241,C00241,initial_1m,2026-06-06 21:38:00,E0247,개발,IT,VPN,VPN 설치/접속 방법 알려줘,LLM,LLM,,0,department,1,0,2.7,7.64,2420,562,1,0,200,,5.75
R000242,C00242,initial_1m,2026-06-03 23:46:00,E0195,영업,인사,근태,근태 수정 절차 알려줘,RULE,RULE,,0,document,0,0,2.1,0.59,0,0,0,0,200,,0.0
R000243,C00243,initial_1m,2026-06-26 06:27:00,E0096,디자인,인사,복지,복지포인트 사용 방법 알려줘,RULE,RULE,,0,department,1,1,2.2,0.21,0,0,0,0,200,,0.0
R000244,C00244,initial_1m,2026-06-18 02:18:00,E0051,IT운영,총무,비품,사무용 비품 신청 방법 알려줘,RAG,RAG,비품_guide_v1,0,coworker,0,1,1.2,3.81,1423,464,1,0,200,,3.94
R000245,C00245,initial_1m,2026-06-06 09:26:00,E0013,IT운영,인사,근태,근태 수정 절차 알려줘,FAQ,FAQ,faq_근태_v1,1,chatbot,1,0,3.9,0.84,0,0,0,0,200,,0.0
R000246,C00246,initial_1m,2026-06-21 08:45:00,E0236,개발,IT,네트워크,사내 인터넷 연결이 불안정해,LLM,LLM,,0,unresolved,0,1,2.2,6.4,2358,260,1,0,200,,4.39
R000247,C00247,initial_1m,2026-06-14 02:14:00,E0176,IT운영,인사,연차,연차 신청 방법 알려줘,LLM,LLM,,0,department,1,1,3.8,4.17,2523,328,2,1,200,,9.82
R000248,C00248,initial_1m,2026-06-05 18:35:00,E0297,인사,총무,비품,사무용 비품 신청 방법 알려줘,LLM,LLM,,1,chatbot,0,0,3.4,6.65,2266,532,1,0,200,,5.41
R000249,C00249,initial_1m,2026-06-11 19:57:00,E0243,디자인,총무,택배/우편,사내 우편 발송 절차 알려줘,LLM,LLM,,1,chatbot,0,0,2.2,7.23,2569,433,1,0,200,,5.42
R000250,C00250,initial_1m,2026-06-28 00:56:00,E0169,IT운영,총무,회의실,회의실 예약 방법 알려줘,LLM,LLM,,0,coworker,0,1,2.4,5.34,2449,413,1,0,200,,5.16
R000251,C00251,initial_1m,2026-06-07 08:13:00,E0106,개발,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,0,department,1,0,1.4,7.37,2136,570,1,0,200,,5.38
R000252,C00252,initial_1m,2026-06-26 04:23:00,E0158,인사,재무,출장비,출장비 정산 기준 알려줘,LLM,LLM,,1,chatbot,0,1,3.9,6.49,2234,421,1,0,200,,4.9
R000253,C00253,initial_1m,2026-06-09 13:16:00,E0004,IT운영,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,0,0,3.7,4.14,1752,376,1,0,200,,4.03
R000254,C00254,initial_1m,2026-06-08 15:32:00,E0026,디자인,인사,근태,근태 수정 절차 알려줘,LLM,LLM,,1,chatbot,1,1,4.8,7.06,1991,284,1,0,200,,3.98
R000255,C00255,initial_1m,2026-06-09 01:39:00,E0195,디자인,일반규정,교육,사내 교육 신청 방법 알려줘,RAG,RAG,교육_guide_v1,0,document,0,0,1.8,3.21,2247,273,1,0,200,,4.29
R000256,C00256,initial_1m,2026-06-28 12:18:00,E0212,디자인,인사,급여,급여 지급/명세서 확인 방법 알려줘,FAQ,FAQ,faq_급여_v1,1,chatbot,1,0,4.6,0.43,0,0,0,0,200,,0.0
R000257,C00257,initial_1m,2026-06-14 10:02:00,E0140,개발,IT,프로그램 설치,업무 프로그램 설치 절차 알려줘,LLM,LLM,,0,department,1,1,1.9,3.69,1531,688,1,0,200,,5.03
R000258,C00258,initial_1m,2026-06-26 13:23:00,E0056,인사,재무,경비,경비 처리 절차 알려줘,LLM,LLM,,0,coworker,1,0,2.6,6.93,2183,421,1,0,200,,4.82
